cluster,n,falencia_normal_rate,falencia_45_rate,falencia_60_rate,mortality_rate,dataset
0,3892,0.2011819116135663,0.05344295991778006,0.053186022610483046,0.23201438848920863,NWICU
1,615,0.22926829268292684,0.0065040650406504065,0.0065040650406504065,0.43414634146341463,NWICU
2,8877,0.43516953925875856,0.002253013405429762,0.002253013405429762,0.2066013292779092,NWICU
3,4304,0.33480483271375466,0.18145910780669144,0.1800650557620818,0.24186802973977695,NWICU
